order_id,product_id,store_id,product_name,product_category,city,date_of_sale,quantity_sold,sales_amount
339,52,3,CodeComet,Software Development Tools,Yokohama,6/19/2022,8,471.81
340,46,3,AlgoAtlas,Data Analysis & Management,Yokohama,6/19/2022,2,91.9
341,63,2,ClassCraft,Educational Tools,Osaka,6/20/2022,5,416.91
342,74,3,DataDive,Data Analysis & Management,Yokohama,6/20/2022,2,198.21
343,5,1,SyntaxSage,Software Development Tools,Tokyo,6/21/2022,6,484.73
344,41,1,CodeCraft,Software Development Tools,Tokyo,6/21/2022,3,414.74
345,49,1,StringSage,Software Development Tools,Tokyo,6/22/2022,3,302.62
346,61,3,ScriptSage,Software Development Tools,Yokohama,6/22/2022,3,381.45
347,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,6/23/2022,8,376.38
348,62,1,MethodMingle Pro,Educational Tools,Tokyo,6/23/2022,8,449.63
349,98,3,CodeCruise Plus,Software Development Tools,Yokohama,6/24/2022,9,201.67
350,89,1,StringStream Pro,Software Development Tools,Tokyo,6/24/2022,4,294.2
351,98,2,CodeCruise Plus,Software Development Tools,Osaka,6/25/2022,9,171.25
352,92,1,EchoElite Pro,Technology & Gadgets,Tokyo,6/25/2022,9,31.82
353,79,2,ClassCruise,Educational Tools,Osaka,6/26/2022,8,350.83
354,25,1,LogicLantern,Software Development Tools,Tokyo,6/26/2022,2,210.14
355,48,2,DataDynamo,Data Analysis & Management,Osaka,6/27/2022,2,49.78
356,60,1,LoopLantern,Creative & Design Tools,Tokyo,6/27/2022,5,495.68
357,40,1,LambdaLark,Educational Tools,Tokyo,6/28/2022,3,413.99
358,56,2,LambdaLyric,Educational Tools,Osaka,6/28/2022,8,287.17
359,33,2,BinaryBard,Software Development Tools,Osaka,6/29/2022,8,400.65
360,40,1,LambdaLark,Educational Tools,Tokyo,6/29/2022,9,173.68
361,45,1,EchoElite,Technology & Gadgets,Tokyo,6/30/2022,5,343.2
362,63,3,ClassCraft,Educational Tools,Yokohama,6/30/2022,6,102.77
363,5,3,SyntaxSage,Software Development Tools,Yokohama,7/1/2022,9,24.41
364,23,2,BinaryBloom,Creative & Design Tools,Osaka,7/1/2022,5,374.24
365,77,1,PixelPilot Plus,Creative & Design Tools,Tokyo,7/2/2022,7,104.68
366,31,2,BitBliss,Creative & Design Tools,Osaka,7/2/2022,4,282.49
367,95,2,LambdaLegend,Educational Tools,Osaka,7/3/2022,8,411.05
368,13,2,ModuleMuse,Creative & Design Tools,Osaka,7/3/2022,1,284.28
369,96,2,FunctionFleet Pro,Software Development Tools,Osaka,7/4/2022,5,60.3
370,70,3,CodeCove,Software Development Tools,Yokohama,7/4/2022,7,275.19
371,17,2,DataDrift,Data Analysis & Management,Osaka,7/5/2022,1,295.22
372,68,2,FunctionFusion Pro,Software Development Tools,Osaka,7/5/2022,4,157.49
373,65,2,SyntaxSeeker,Software Development Tools,Osaka,7/6/2022,8,32.49
374,50,2,MethodMajesty,Educational Tools,Osaka,7/6/2022,4,327.25
375,33,2,BinaryBard,Software Development Tools,Osaka,7/7/2022,3,133.76
376,52,1,CodeComet,Software Development Tools,Tokyo,7/7/2022,7,42.23
377,29,1,PixelPioneer,Creative & Design Tools,Tokyo,7/8/2022,3,231.17
378,87,2,DevDynamo Plus,Software Development Tools,Osaka,7/8/2022,2,144.1
379,39,3,BitBreeze,Creative & Design Tools,Yokohama,7/9/2022,7,414.6
380,75,2,VarVoyager,Educational Tools,Osaka,7/9/2022,4,330.65
381,56,1,LambdaLyric,Educational Tools,Tokyo,7/10/2022,5,455.55
382,27,3,ScriptSeeker,Software Development Tools,Yokohama,7/10/2022,1,481.85
383,59,2,AlgoAurora,Creative & Design Tools,Osaka,7/11/2022,3,144.39
384,3,3,AlgoCraft,Creative & Design Tools,Yokohama,7/11/2022,1,167.18
385,64,1,LogicLark,Software Development Tools,Tokyo,7/12/2022,9,360.24
386,38,3,CircuitCruise,Technology & Gadgets,Yokohama,7/12/2022,2,114.46
387,18,3,PixelPulse,Creative & Design Tools,Yokohama,7/13/2022,8,88.08
388,89,1,StringStream Pro,Software Development Tools,Tokyo,7/13/2022,5,85.35
389,3,1,AlgoCraft,Creative & Design Tools,Tokyo,7/14/2022,5,456.68
390,27,2,ScriptSeeker,Software Development Tools,Osaka,7/14/2022,2,382.82
391,3,2,AlgoCraft,Creative & Design Tools,Osaka,7/15/2022,9,10.69
392,71,1,StringStar,Software Development Tools,Tokyo,7/15/2022,4,220.84
393,38,1,CircuitCruise,Technology & Gadgets,Tokyo,7/16/2022,6,295.12
394,2,3,ScriptSprint,Software Development Tools,Yokohama,7/16/2022,1,15.78
395,18,2,PixelPulse,Creative & Design Tools,Osaka,7/17/2022,2,245.15
396,95,2,LambdaLegend,Educational Tools,Osaka,7/17/2022,9,431.35
397,41,3,CodeCraft,Software Development Tools,Yokohama,7/18/2022,6,377.01
398,41,1,CodeCraft,Software Development Tools,Tokyo,7/18/2022,9,289.7
399,33,2,BinaryBard,Software Development Tools,Osaka,7/19/2022,8,14.88
400,79,2,ClassCruise,Educational Tools,Osaka,7/19/2022,6,113.11
401,77,2,PixelPilot Plus,Creative & Design Tools,Osaka,7/20/2022,1,413.91
402,97,2,AlgoAria Pro,Technology & Gadgets,Osaka,7/20/2022,1,53.12
403,90,2,ModuleMagic,Technology & Gadgets,Osaka,7/21/2022,2,412.41
404,26,2,AlgoAria,Technology & Gadgets,Osaka,7/21/2022,7,75.09
405,44,1,SyntaxStar,Software Development Tools,Tokyo,7/22/2022,8,321.79
406,67,3,EchoEssence,Technology & Gadgets,Yokohama,7/22/2022,6,301.39
407,73,3,DevDrift,Software Development Tools,Yokohama,7/23/2022,9,357.37
408,8,2,FlowForge,Technology & Gadgets,Osaka,7/23/2022,4,176.34
409,6,2,PixelPilot,Creative & Design Tools,Osaka,7/24/2022,6,231.62
410,7,3,LogicLoom,Software Development Tools,Yokohama,7/24/2022,4,280.93
411,14,3,ClassCast,Educational Tools,Yokohama,7/25/2022,2,39.65
412,3,3,AlgoCraft,Creative & Design Tools,Yokohama,7/25/2022,9,90.41
413,19,3,MethodMingle,Educational Tools,Yokohama,7/26/2022,4,374.62
414,87,1,DevDynamo Plus,Software Development Tools,Tokyo,7/26/2022,9,437.06
415,51,2,FlowFusion,Technology & Gadgets,Osaka,7/27/2022,6,362.33
416,93,3,DataDream Pro,Data Analysis & Management,Yokohama,7/27/2022,5,332.71
417,22,1,EchoEngine,Technology & Gadgets,Tokyo,7/28/2022,8,487.51
418,3,2,AlgoCraft,Creative & Design Tools,Osaka,7/28/2022,3,343.25
419,49,2,StringSage,Software Development Tools,Osaka,7/29/2022,5,366.24
420,93,2,DataDream Pro,Data Analysis & Management,Osaka,7/29/2022,1,421.72
421,61,1,ScriptSage,Software Development Tools,Tokyo,7/30/2022,4,370.24
422,20,2,VarVoyage,Educational Tools,Osaka,7/30/2022,1,261.83
423,100,2,LogicLyric,Software Development Tools,Osaka,7/31/2022,2,398.46
424,36,2,ModuleMajesty,Technology & Gadgets,Osaka,7/31/2022,5,203.8
425,12,3,BitBard,Software Development Tools,Yokohama,8/1/2022,2,319.41
426,39,2,BitBreeze,Creative & Design Tools,Osaka,8/1/2022,3,300.21
427,15,1,LoopLark,Creative & Design Tools,Tokyo,8/2/2022,3,390.15
428,100,2,LogicLyric,Software Development Tools,Osaka,8/2/2022,7,319.89
429,69,2,BitBard Plus,Software Development Tools,Osaka,8/3/2022,9,131.18
430,14,2,ClassCast,Educational Tools,Osaka,8/3/2022,2,98.73
431,98,1,CodeCruise Plus,Software Development Tools,Tokyo,8/4/2022,6,414.15
432,67,2,EchoEssence,Technology & Gadgets,Osaka,8/4/2022,2,468.8
433,36,1,ModuleMajesty,Technology & Gadgets,Tokyo,8/5/2022,4,172.73
434,54,1,CircuitCanvas,Creative & Design Tools,Tokyo,8/5/2022,7,442.18
435,98,3,CodeCruise Plus,Software Development Tools,Yokohama,8/6/2022,8,145.36
436,63,3,ClassCraft,Educational Tools,Yokohama,8/6/2022,8,56.58
437,78,3,AlgoAir,Technology & Gadgets,Yokohama,8/6/2022,8,163.89
438,55,2,VarVenture,Educational Tools,Osaka,8/7/2022,1,274.02
439,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,8/8/2022,2,161.94
440,32,3,CodeCruise,Software Development Tools,Yokohama,8/8/2022,3,244.35
441,9,1,DevDive,Software Development Tools,Tokyo,8/9/2022,1,381.94
442,1,2,CodeNest IDE,Software Development Tools,Osaka,8/9/2022,1,427.75
443,39,1,BitBreeze,Creative & Design Tools,Tokyo,8/10/2022,1,115.87
444,56,3,LambdaLyric,Educational Tools,Yokohama,8/10/2022,9,425.1
445,33,3,BinaryBard,Software Development Tools,Yokohama,8/10/2022,9,267.65
446,79,3,ClassCruise,Educational Tools,Yokohama,8/10/2022,6,237.57
447,75,1,VarVoyager,Educational Tools,Tokyo,8/10/2022,2,368.99
448,59,1,AlgoAurora,Creative & Design Tools,Tokyo,8/11/2022,2,114.84
449,95,3,LambdaLegend,Educational Tools,Yokohama,8/11/2022,7,169.37
450,13,1,ModuleMuse,Creative & Design Tools,Tokyo,8/12/2022,8,25.16
451,81,2,EchoEngine Pro,Technology & Gadgets,Osaka,8/12/2022,4,254.3
452,99,3,PixelPioneer Pro,Creative & Design Tools,Yokohama,8/12/2022,1,119.4
453,67,2,EchoEssence,Technology & Gadgets,Osaka,8/13/2022,4,311.8
454,77,1,PixelPilot Plus,Creative & Design Tools,Tokyo,8/13/2022,8,187.92
455,61,3,ScriptSage,Software Development Tools,Yokohama,8/13/2022,6,498.57
456,64,1,LogicLark,Software Development Tools,Tokyo,8/13/2022,4,18.79
457,22,3,EchoEngine,Technology & Gadgets,Yokohama,8/13/2022,4,162.83
458,59,2,AlgoAurora,Creative & Design Tools,Osaka,8/14/2022,1,177.48
459,90,2,ModuleMagic,Technology & Gadgets,Osaka,8/14/2022,3,84.28
460,33,2,BinaryBard,Software Development Tools,Osaka,8/15/2022,4,230.73
461,62,3,MethodMingle Pro,Educational Tools,Yokohama,8/15/2022,3,177.47
462,5,3,SyntaxSage,Software Development Tools,Yokohama,8/15/2022,3,383.33
463,100,2,LogicLyric,Software Development Tools,Osaka,8/15/2022,3,466.1
464,11,3,FunctionFusion,Software Development Tools,Yokohama,8/16/2022,5,366.11
465,46,2,AlgoAtlas,Data Analysis & Management,Osaka,8/16/2022,4,459.23
466,62,2,MethodMingle Pro,Educational Tools,Osaka,8/17/2022,9,421.43
467,46,2,AlgoAtlas,Data Analysis & Management,Osaka,8/17/2022,3,314.8
468,51,1,FlowFusion,Technology & Gadgets,Tokyo,8/17/2022,9,238.64
469,31,1,BitBliss,Creative & Design Tools,Tokyo,8/17/2022,6,220.3
470,62,1,MethodMingle Pro,Educational Tools,Tokyo,8/17/2022,9,439.86
471,1,2,CodeNest IDE,Software Development Tools,Osaka,8/18/2022,1,127.19
472,39,3,BitBreeze,Creative & Design Tools,Yokohama,8/18/2022,1,78.05
473,51,3,FlowFusion,Technology & Gadgets,Yokohama,8/18/2022,9,405.93
474,14,2,ClassCast,Educational Tools,Osaka,8/18/2022,9,428.57
475,32,3,CodeCruise,Software Development Tools,Yokohama,8/19/2022,5,140.42
476,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,8/19/2022,1,206.46
477,56,1,LambdaLyric,Educational Tools,Tokyo,8/19/2022,4,235.4
478,1,3,CodeNest IDE,Software Development Tools,Yokohama,8/19/2022,2,155.4
479,28,1,FunctionFleet,Software Development Tools,Tokyo,8/20/2022,2,279.16
480,85,3,CircuitCraft,Creative & Design Tools,Yokohama,8/21/2022,6,253.66
481,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,8/21/2022,3,320.87
482,87,1,DevDynamo Plus,Software Development Tools,Tokyo,8/21/2022,8,206.64
483,57,3,ByteBliss,Creative & Design Tools,Yokohama,8/21/2022,1,16.03
484,3,2,AlgoCraft,Creative & Design Tools,Osaka,8/21/2022,4,149.79
485,24,3,CodeCanvas,Software Development Tools,Yokohama,8/22/2022,4,316.83
486,75,2,VarVoyager,Educational Tools,Osaka,8/22/2022,4,201.04
487,18,1,PixelPulse,Creative & Design Tools,Tokyo,8/23/2022,7,72.45
488,6,1,PixelPilot,Creative & Design Tools,Tokyo,8/23/2022,8,241.76
489,47,2,PixelPulse Pro,Creative & Design Tools,Osaka,8/23/2022,1,184.43
490,40,1,LambdaLark,Educational Tools,Tokyo,8/24/2022,1,295.28
491,23,1,BinaryBloom,Creative & Design Tools,Tokyo,8/25/2022,4,242.4
492,70,1,CodeCove,Software Development Tools,Tokyo,8/26/2022,4,120.91
493,10,3,CircuitScribe,Creative & Design Tools,Yokohama,8/26/2022,7,23.32
494,15,3,LoopLark,Creative & Design Tools,Yokohama,8/26/2022,6,299.24
495,94,3,SyntaxStar Plus,Software Development Tools,Yokohama,8/26/2022,5,108.32
496,47,3,PixelPulse Pro,Creative & Design Tools,Yokohama,8/26/2022,3,290.19
497,16,1,StringScribe,Software Development Tools,Tokyo,8/26/2022,7,363.12
498,35,3,StringStream,Software Development Tools,Yokohama,8/27/2022,2,124.98
499,94,1,SyntaxStar Plus,Software Development Tools,Tokyo,8/27/2022,4,152.39
500,9,1,DevDive,Software Development Tools,Tokyo,8/27/2022,2,243.22
501,68,1,FunctionFusion Pro,Software Development Tools,Tokyo,8/27/2022,3,135.1
502,23,1,BinaryBloom,Creative & Design Tools,Tokyo,8/27/2022,5,103.8
503,70,2,CodeCove,Software Development Tools,Osaka,8/27/2022,7,481.53
504,79,2,ClassCruise,Educational Tools,Osaka,8/27/2022,8,435.59
505,70,1,CodeCove,Software Development Tools,Tokyo,8/28/2022,5,175.05
506,24,2,CodeCanvas,Software Development Tools,Osaka,8/28/2022,3,290.94
507,37,1,DataDream,Data Analysis & Management,Tokyo,8/29/2022,4,80.47
508,56,1,LambdaLyric,Educational Tools,Tokyo,8/29/2022,6,362.35
509,51,3,FlowFusion,Technology & Gadgets,Yokohama,8/30/2022,3,233.43
510,96,1,FunctionFleet Pro,Software Development Tools,Tokyo,8/30/2022,9,158.57
511,6,2,PixelPilot,Creative & Design Tools,Osaka,8/30/2022,3,133.63
512,57,3,ByteBliss,Creative & Design Tools,Yokohama,8/30/2022,9,425.16
513,17,2,DataDrift,Data Analysis & Management,Osaka,8/30/2022,3,202.01
514,88,1,VarVista Pro,Educational Tools,Tokyo,9/1/2022,9,152.09
515,34,1,LoopLuxe,Creative & Design Tools,Tokyo,9/2/2022,4,252.39
516,73,2,DevDrift,Software Development Tools,Osaka,9/2/2022,9,28.61
517,36,2,ModuleMajesty,Technology & Gadgets,Osaka,9/2/2022,6,112.34
518,89,2,StringStream Pro,Software Development Tools,Osaka,9/2/2022,2,212.21
519,88,1,VarVista Pro,Educational Tools,Tokyo,9/3/2022,9,39.14
520,98,3,CodeCruise Plus,Software Development Tools,Yokohama,9/4/2022,3,480.48
521,54,3,CircuitCanvas,Creative & Design Tools,Yokohama,9/4/2022,4,454.4
522,62,1,MethodMingle Pro,Educational Tools,Tokyo,9/5/2022,5,440.05
523,5,1,SyntaxSage,Software Development Tools,Tokyo,9/5/2022,8,105.85
524,17,1,DataDrift,Data Analysis & Management,Tokyo,9/6/2022,6,64.85
525,100,2,LogicLyric,Software Development Tools,Osaka,9/6/2022,3,397.94
526,72,3,ByteBard,Software Development Tools,Yokohama,9/6/2022,3,314.25
527,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,9/7/2022,5,241.72
528,41,1,CodeCraft,Software Development Tools,Tokyo,9/7/2022,7,14.94
529,12,1,BitBard,Software Development Tools,Tokyo,9/8/2022,7,154.89
530,72,3,ByteBard,Software Development Tools,Yokohama,9/8/2022,2,362.7
531,27,1,ScriptSeeker,Software Development Tools,Tokyo,9/8/2022,2,426.83
532,71,3,StringStar,Software Development Tools,Yokohama,9/8/2022,5,369.67
533,88,2,VarVista Pro,Educational Tools,Osaka,9/8/2022,8,302.03
534,25,2,LogicLantern,Software Development Tools,Osaka,9/9/2022,6,87.92
535,60,3,LoopLantern,Creative & Design Tools,Yokohama,9/9/2022,4,384.71
536,73,1,DevDrift,Software Development Tools,Tokyo,9/9/2022,1,213.09
537,55,2,VarVenture,Educational Tools,Osaka,9/9/2022,7,194.72
538,63,3,ClassCraft,Educational Tools,Yokohama,9/10/2022,5,358.33
539,62,2,MethodMingle Pro,Educational Tools,Osaka,9/11/2022,5,450.73
540,18,2,PixelPulse,Creative & Design Tools,Osaka,9/11/2022,8,382.03
541,84,2,MethodMajesty Pro,Educational Tools,Osaka,9/11/2022,9,395.51
542,52,2,CodeComet,Software Development Tools,Osaka,9/11/2022,7,148.39
543,4,1,ByteBreeze,Creative & Design Tools,Tokyo,9/11/2022,5,56.08
544,60,3,LoopLantern,Creative & Design Tools,Yokohama,9/12/2022,5,415.09
545,88,2,VarVista Pro,Educational Tools,Osaka,9/12/2022,7,161.33
546,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,9/13/2022,2,51.35
547,3,1,AlgoCraft,Creative & Design Tools,Tokyo,9/13/2022,2,120.2
548,2,3,ScriptSprint,Software Development Tools,Yokohama,9/14/2022,9,194.88
549,99,2,PixelPioneer Pro,Creative & Design Tools,Osaka,9/14/2022,9,146.44
550,79,1,ClassCruise,Educational Tools,Tokyo,9/14/2022,2,377.86
551,5,3,SyntaxSage,Software Development Tools,Yokohama,9/14/2022,4,286.67
552,38,1,CircuitCruise,Technology & Gadgets,Tokyo,9/15/2022,7,11.43
553,6,1,PixelPilot,Creative & Design Tools,Tokyo,9/15/2022,5,193.65
554,69,1,BitBard Plus,Software Development Tools,Tokyo,9/15/2022,5,82.06
555,95,3,LambdaLegend,Educational Tools,Yokohama,9/16/2022,6,291.64
556,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,9/16/2022,9,476.71
557,95,1,LambdaLegend,Educational Tools,Tokyo,9/16/2022,6,332.82
558,76,2,BinaryBard Pro,Software Development Tools,Osaka,9/17/2022,8,338.76
559,45,2,EchoElite,Technology & Gadgets,Osaka,9/17/2022,2,488.95
560,86,1,CodeCatalyst,Software Development Tools,Tokyo,9/18/2022,6,164.31
561,30,1,SyntaxSail,Software Development Tools,Tokyo,9/18/2022,7,306.7
562,23,1,BinaryBloom,Creative & Design Tools,Tokyo,9/18/2022,8,295.8
563,12,1,BitBard,Software Development Tools,Tokyo,9/19/2022,5,143.07
564,53,1,BinaryBlaze,Technology & Gadgets,Tokyo,9/20/2022,2,255.74
565,32,1,CodeCruise,Software Development Tools,Tokyo,9/20/2022,6,25.98
566,8,3,FlowForge,Technology & Gadgets,Yokohama,9/20/2022,2,352.66
567,66,2,ModuleMuse Pro,Creative & Design Tools,Osaka,9/21/2022,2,437.35
568,62,2,MethodMingle Pro,Educational Tools,Osaka,9/21/2022,3,199.3
569,47,1,PixelPulse Pro,Creative & Design Tools,Tokyo,9/22/2022,8,22
570,79,2,ClassCruise,Educational Tools,Osaka,9/22/2022,5,263.23
571,87,1,DevDynamo Plus,Software Development Tools,Tokyo,9/23/2022,7,331.09
572,73,3,DevDrift,Software Development Tools,Yokohama,9/23/2022,9,39.26
573,55,2,VarVenture,Educational Tools,Osaka,9/23/2022,1,153.33
574,67,2,EchoEssence,Technology & Gadgets,Osaka,9/23/2022,9,319.76
575,61,1,ScriptSage,Software Development Tools,Tokyo,9/24/2022,8,112.78
576,43,3,VarVista,Educational Tools,Yokohama,9/24/2022,7,203.76
577,81,2,EchoEngine Pro,Technology & Gadgets,Osaka,9/24/2022,6,84.64
578,32,3,CodeCruise,Software Development Tools,Yokohama,9/24/2022,6,320.12
579,31,2,BitBliss,Creative & Design Tools,Osaka,9/25/2022,2,388.81
580,68,2,FunctionFusion Pro,Software Development Tools,Osaka,9/25/2022,8,216.51
581,88,3,VarVista Pro,Educational Tools,Yokohama,9/25/2022,3,71.31
582,14,3,ClassCast,Educational Tools,Yokohama,9/25/2022,8,209.42
583,4,3,ByteBreeze,Creative & Design Tools,Yokohama,9/25/2022,6,152.11
584,11,1,FunctionFusion,Software Development Tools,Tokyo,9/26/2022,6,410.21
585,56,1,LambdaLyric,Educational Tools,Tokyo,9/26/2022,8,423.21
586,71,3,StringStar,Software Development Tools,Yokohama,9/26/2022,2,268.34
587,92,2,EchoElite Pro,Technology & Gadgets,Osaka,9/26/2022,9,84.64
588,70,2,CodeCove,Software Development Tools,Osaka,9/27/2022,4,154.67
589,32,1,CodeCruise,Software Development Tools,Tokyo,9/27/2022,8,85.62
590,60,1,LoopLantern,Creative & Design Tools,Tokyo,9/27/2022,1,230.79
591,83,2,SyntaxScribe,Software Development Tools,Osaka,9/27/2022,5,122.82
592,1,1,CodeNest IDE,Software Development Tools,Tokyo,9/27/2022,7,147.36
593,44,1,SyntaxStar,Software Development Tools,Tokyo,9/27/2022,4,228.17
594,5,3,SyntaxSage,Software Development Tools,Yokohama,9/27/2022,1,122.06
595,56,3,LambdaLyric,Educational Tools,Yokohama,9/28/2022,9,186.59
596,10,1,CircuitScribe,Creative & Design Tools,Tokyo,9/28/2022,5,31.94
597,20,1,VarVoyage,Educational Tools,Tokyo,9/28/2022,3,138.71
598,52,3,CodeComet,Software Development Tools,Yokohama,9/29/2022,2,59.62
599,4,3,ByteBreeze,Creative & Design Tools,Yokohama,9/29/2022,6,377.43
600,38,1,CircuitCruise,Technology & Gadgets,Tokyo,9/29/2022,1,333.22
601,61,2,ScriptSage,Software Development Tools,Osaka,9/30/2022,8,328.97
602,40,1,LambdaLark,Educational Tools,Tokyo,9/30/2022,3,419.35
603,86,2,CodeCatalyst,Software Development Tools,Osaka,9/30/2022,2,486.66
604,27,2,ScriptSeeker,Software Development Tools,Osaka,10/2/2022,7,304.54
605,7,1,LogicLoom,Software Development Tools,Tokyo,10/2/2022,9,209.27
606,53,3,BinaryBlaze,Technology & Gadgets,Yokohama,10/3/2022,7,357.6
607,71,2,StringStar,Software Development Tools,Osaka,10/3/2022,6,474.93
608,35,1,StringStream,Software Development Tools,Tokyo,10/3/2022,9,340.56
609,45,1,EchoElite,Technology & Gadgets,Tokyo,10/4/2022,9,474.57
610,15,2,LoopLark,Creative & Design Tools,Osaka,10/4/2022,8,234.71
611,84,2,MethodMajesty Pro,Educational Tools,Osaka,10/4/2022,3,105.96
612,26,1,AlgoAria,Technology & Gadgets,Tokyo,10/4/2022,1,433.34
613,23,3,BinaryBloom,Creative & Design Tools,Yokohama,10/4/2022,3,227.62
614,9,1,DevDive,Software Development Tools,Tokyo,10/4/2022,2,420.69
615,78,2,AlgoAir,Technology & Gadgets,Osaka,10/5/2022,8,451.16
616,40,3,LambdaLark,Educational Tools,Yokohama,10/5/2022,9,199.75
617,5,3,SyntaxSage,Software Development Tools,Yokohama,10/7/2022,4,235.48
618,84,3,MethodMajesty Pro,Educational Tools,Yokohama,10/7/2022,8,249.3
619,18,2,PixelPulse,Creative & Design Tools,Osaka,10/7/2022,9,169.91
620,31,2,BitBliss,Creative & Design Tools,Osaka,10/7/2022,9,201.43
621,45,2,EchoElite,Technology & Gadgets,Osaka,10/7/2022,5,101.59
622,89,1,StringStream Pro,Software Development Tools,Tokyo,10/8/2022,4,410.04
623,81,1,EchoEngine Pro,Technology & Gadgets,Tokyo,10/8/2022,1,310.75
624,95,1,LambdaLegend,Educational Tools,Tokyo,10/8/2022,8,188.21
625,21,1,LambdaLuxe,Educational Tools,Tokyo,10/9/2022,5,197.46
626,5,2,SyntaxSage,Software Development Tools,Osaka,10/9/2022,5,346.56
627,33,1,BinaryBard,Software Development Tools,Tokyo,10/9/2022,7,274.96
628,90,1,ModuleMagic,Technology & Gadgets,Tokyo,10/10/2022,1,379.76
629,45,1,EchoElite,Technology & Gadgets,Tokyo,10/10/2022,5,165.11
630,25,3,LogicLantern,Software Development Tools,Yokohama,10/10/2022,3,465.04
631,33,2,BinaryBard,Software Development Tools,Osaka,10/11/2022,1,11.55
632,98,1,CodeCruise Plus,Software Development Tools,Tokyo,10/11/2022,3,364.33
633,72,3,ByteBard,Software Development Tools,Yokohama,10/12/2022,4,416.5
634,66,1,ModuleMuse Pro,Creative & Design Tools,Tokyo,10/12/2022,8,241.97
635,65,1,SyntaxSeeker,Software Development Tools,Tokyo,10/12/2022,8,140.95
636,17,3,DataDrift,Data Analysis & Management,Yokohama,10/13/2022,8,474.22
637,86,2,CodeCatalyst,Software Development Tools,Osaka,10/14/2022,1,91.16
638,94,3,SyntaxStar Plus,Software Development Tools,Yokohama,10/14/2022,2,372.68
639,37,2,DataDream,Data Analysis & Management,Osaka,10/16/2022,7,344.28
640,99,1,PixelPioneer Pro,Creative & Design Tools,Tokyo,10/16/2022,1,423.43
641,87,2,DevDynamo Plus,Software Development Tools,Osaka,10/16/2022,5,51.82
642,26,3,AlgoAria,Technology & Gadgets,Yokohama,10/16/2022,6,135.46
643,49,3,StringSage,Software Development Tools,Yokohama,10/17/2022,7,323.7
644,55,2,VarVenture,Educational Tools,Osaka,10/17/2022,7,288.37
645,58,3,DevDynamo,Software Development Tools,Yokohama,10/17/2022,9,400.8
646,70,1,CodeCove,Software Development Tools,Tokyo,10/17/2022,8,367.82
647,56,3,LambdaLyric,Educational Tools,Yokohama,10/17/2022,8,11.14
648,49,1,StringSage,Software Development Tools,Tokyo,10/18/2022,6,469.17
649,38,1,CircuitCruise,Technology & Gadgets,Tokyo,10/18/2022,3,445.93
650,36,3,ModuleMajesty,Technology & Gadgets,Yokohama,10/19/2022,4,50.53
651,29,3,PixelPioneer,Creative & Design Tools,Yokohama,10/19/2022,5,101.49
652,95,1,LambdaLegend,Educational Tools,Tokyo,10/19/2022,7,58.66
653,9,1,DevDive,Software Development Tools,Tokyo,10/19/2022,3,279.17
654,63,2,ClassCraft,Educational Tools,Osaka,10/19/2022,9,12.98
655,39,3,BitBreeze,Creative & Design Tools,Yokohama,10/20/2022,8,110.44
656,25,1,LogicLantern,Software Development Tools,Tokyo,10/20/2022,4,18.82
657,88,3,VarVista Pro,Educational Tools,Yokohama,10/20/2022,8,45.61
658,7,1,LogicLoom,Software Development Tools,Tokyo,10/20/2022,6,295.8
659,27,1,ScriptSeeker,Software Development Tools,Tokyo,10/20/2022,8,441.11
660,20,3,VarVoyage,Educational Tools,Yokohama,10/21/2022,6,449.06
661,45,3,EchoElite,Technology & Gadgets,Yokohama,10/21/2022,5,370.74
662,42,3,FlowFlare,Technology & Gadgets,Yokohama,10/21/2022,7,285.03
663,75,2,VarVoyager,Educational Tools,Osaka,10/21/2022,8,92.74
664,97,3,AlgoAria Pro,Technology & Gadgets,Yokohama,10/22/2022,4,401.19
665,25,2,LogicLantern,Software Development Tools,Osaka,10/22/2022,3,67.65
666,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,10/23/2022,1,176.49
667,10,3,CircuitScribe,Creative & Design Tools,Yokohama,10/23/2022,9,299.53
668,60,3,LoopLantern,Creative & Design Tools,Yokohama,10/24/2022,4,317.72
669,97,1,AlgoAria Pro,Technology & Gadgets,Tokyo,10/24/2022,1,244.16
670,40,2,LambdaLark,Educational Tools,Osaka,10/24/2022,5,255.53
671,87,2,DevDynamo Plus,Software Development Tools,Osaka,10/25/2022,8,497.38
672,23,1,BinaryBloom,Creative & Design Tools,Tokyo,10/25/2022,6,489.25
673,75,1,VarVoyager,Educational Tools,Tokyo,10/25/2022,3,327.38
674,57,2,ByteBliss,Creative & Design Tools,Osaka,10/26/2022,4,393.19
675,64,3,LogicLark,Software Development Tools,Yokohama,10/26/2022,3,230.42
676,40,3,LambdaLark,Educational Tools,Yokohama,10/27/2022,2,99.05
677,79,2,ClassCruise,Educational Tools,Osaka,10/27/2022,1,486.49
678,52,2,CodeComet,Software Development Tools,Osaka,10/28/2022,4,134.45
